Id,sentiment,text
6.41219E+17,positive,Joe Biden may just be the answer to stoping the family entitlement in U.S. politics if Martin O'Malley doesn't succeed. Run Joe Run!
6.41289E+17,negative,Not Available
6.41367E+17,positive,@marcsteiner111 Don't forget that VP Joe Biden may enter the 2016 Dem Presidential Race &amp; could beat her for the Nomination!
6.41545E+17,neutral,PITTSBURGH (Reuters) - Vice President Joe Biden on Monday gave a glimpse of what a Biden race for the Democratic presidential nomination
6.41578E+17,neutral,"@Morning_Joe Funny how Joe Biden is in 2nd in your poll, and he's not even running ! #Bernie2016"
6.41583E+17,neutral,Not Available
6.31539E+17,positive,@HotCoalsTheatre @Superboltplays Ooh - what's Jurassic Park. Looking now... see you tomorrow!!
6.31666E+17,negative,This is starting to feel like less like a petting zoo &amp; more like Jurassic Park.  ~me at the strip club for lunch on a Wednesday
6.31797E+17,positive,Not Available
6.31876E+17,positive,Last night was the 3rd time dreaming that I was in Jurassic Park man. Best and scariest dreams of my damn life
6.31891E+17,positive,"Start your weekend with a roar at special IMAX showings of ""Jurassic Park,"" opening tomorrow night! http://t.co/0k59UguBMD"
6.31989E+17,neutral,Long day yesterday. Started here at Manawaiopuna Falls. You may know them from Jurassic Park... #Kaua'i #Hawai'i http://t.co/wxhUbl2Cr7
6.3232E+17,positive,I agree with all but Jurassic Park. I loved  all three. Haven't seen the 4th yet. http://t.co/R7Ch3MtJXe
6.32364E+17,negative,One of the summer's biggest questions: When did we start acting like JURASSIC PARK was an all time classic and not 2nd tier Spielberg?
6.32374E+17,positive,Bush and Clinton are running for their parties nomination. and Jurassic Park (World) is a hit at the box office. Jays are in 1st place
6.32437E+17,positive,"Well, it's gonna be about 100 tomorrow at @UniStudios. We're gonna have to ride Jurassic Park a few times!"
6.32589E+17,positive,If they made jurassic park today jesse Eisenberg would probably play dr Malcolm and I think he'd do well. Have a good Saturday
6.32602E+17,positive,"LaZy Saturday afternoon, watching Jurassic Park (original). Sure forgot a lot of the scenes. #SeeingItWithFreshEyes"
6.32638E+17,positive,Jurassic Park may just be my favorite arrangement of all time. And John Williams may just be my favorite composer of all time.
6.32742E+17,neutral,Tearing up watching Jurassic Park for the 1st time in ages. Remembering the awe of seeing it as a kid. Sorry for all who got stuck w J World
6.32746E+17,positive,"No joke, but #MyScienceStory is that I read Jurassic Park in 3rd grade and was thereafter obsessed with biology."
6.32751E+17,neutral,Watching Jurassic Park for the 564th time love my Saturday nights
6.32812E+17,neutral,What does one do when you're up late bored on a Saturday night? Watch Jurassic Park
6.32841E+17,neutral,Never noticed how the theme music on Sunday Morning Live sounds like the Jurassic Park theme. Fits with all prehistoric views on this show
6.33103E+17,positive,Khakis and Jurassic Park shirt for tomorrow.  I'm gonna look hot on the first day of school. Literally... We're experiencing a heat wave.
6.33129E+17,positive,"""What are you're top 5 movies?"" ""Jurassic park, the lost world jurassic park, Jurassic park 3, Jurassic world, Jurassic park 5th movie 2018"""
6.33315E+17,positive,@Ornsack you may recall the other day I said nothing could save your holiday after that t-shirt...Jurassic Park is the only thing that could
6.33345E+17,positive,Come out Wednesday evening as we finish off the Cinema under the stars  season with Jurassic Park
6.3339E+17,positive,"Navy Band concert to feature music from ""Jurassic Park"" tomorrow night at the #redlandsbowl http://t.co/QKP0A0r7CY http://t.co/deVajMJoPf"
6.33462E+17,positive,Not Available
6.33466E+17,positive,Going to go Jurassic park tomorrow!!!! Pretty excited lol the goal is to continue to find peace and it worked last time. So round 2!!!
6.33655E+17,positive,Not Available
6.33676E+17,positive,Come build some Dino builds tomorrow evening at Cinema Under the Stars! Jurassic Park @ReginaDowntown http://t.co/C8VVCl9Tbh
6.33705E+17,neutral,The Imperial March or the Jurassic Park theme? Which is better?
6.33735E+17,neutral,"@BeccaLFL Just saw the announcement from @ReginaDowntown, tomorrow's movie for #CinemaUnderTheStars is Jurassic Park."
6.33751E+17,positive,"New film series Rewind! starts Thursday, August 27 with JURASSIC PARK https://t.co/z6NrCIfhet @BostonGlobe http://t.co/YL577gZswb"
6.33811E+17,negative,So I've found at least 3 different typos in Jurassic Park since I started reading it. C'mon how long has this book been out?
6.33956E+17,positive,"@Blood_AE setting it up now, gonna finally watch my Jurassic Park blu Ray that's sat there all alone for over a week hahaha"
6.3418E+17,neutral,Not Available
6.34184E+17,positive,@HillyHindi what about Wicked or a musical or Jurassic Park (I can see if that may be hard) keep up the great work! :)
6.34349E+17,positive,"When I get married, I want to walk down the aisle with the Jurassic Park theme song playing instead of the wedding march"
6.34387E+17,positive,"Guys it's my birthday on Monday can someone buy me some of that Jurassic Park animated TV show concept art, only $600 http://t.co/Dbilk9EmuF"
6.34388E+17,negative,"im so bored i dont want to watch jurassic park for the hundredth time, i just want it to fucking be sunday already.."
6.34405E+17,positive,"Our final IMAX Throwback Weekend of the summer kicks off TOMORROW with special screenings of ""Jurassic Park."" http://t.co/0k59UguBMD"
6.34435E+17,positive,Lay in bed watching Jurassic Park with Henry whilst @HayleyWild_x sorts her stuff for going out tomorrow #dinosaurs #RAWR
6.34749E+17,positive,Franzen: I will bring back the dinosaurs so I may study them. Editor: How about you watch Jurassic Park? Franzen: Okay!! #FailedFranzenPlans
6.35298E+17,positive,Woke up and finished making meals for the day. Now watching Jurassic Park on TV. Couldn't ask for a better start to Sunday.
6.35305E+17,positive,Look for the Jurassic park suv near the Camarillo Air show on Sunday for special discounted passes to c4. Get... http://t.co/jJCEHDOyec
6.35352E+17,positive,Thank you everybody who joined us for our trip to Jurassic Park and Amity tonight! We'll see you next Saturday... http://t.co/2Juq8FSmQi
6.35465E+17,positive,"For everyone who lusted after my Jurassic Park jacket, the original print its from is here https://t.co/TPQmIbpnkl"
6.35534E+17,positive,"Ended my 1st Fringe experience with @Superboltplays Jurassic Park! Thank you for a wonderful show, absolutely brilliant!"
6.35881E+17,positive,[humanicators] Free outdoor screening of Jurassic Park on the East Campus Quad - this Wed. at 9pm http://t.co/sAv6nN3VIA
6.35952E+17,positive,"Thurs, Aug 27 at 7pm! Our new series #Rewind! kicks off with JURASSIC PARK + after party http://t.co/slbqUPtrbX http://t.co/JSeSRMxweI"
6.36043E+17,neutral,"@Nick_Major Jurassic Park, I just saw the Friday movies a few months ago, Pitch Perfect, Fight Club, The Matrix, LOTR.."
6.36148E+17,positive,Jurassic Park Collection with all the 4 movies!  Coming out in Italy October 7th http://t.co/5yZkjM80Ct http://t.co/s9z7HyjwNc
6.36345E+17,negative,Sitting here watching Jurassic park: the lost world and remembering why the 1st one is my favorite. #ishouldjustwatchthat
6.36505E+17,positive,Can't wait to see you beautiful people @OkarekaDance at the extra show of Jurassic Park thurs 27th 11pm #edfringe! xx
6.36615E+17,positive,"@50jwquestions Maybe if they make a 3rd one and it will be the last one like the Jurassic Park movies, then yes"
6.36728E+17,positive,"@RobotJQ Well it may be jarring. Even playing the Walking Dead, Back the Future, GoT and Jurassic Park games by them I found TFTBL jarring."
6.36756E+17,positive,Stomach sounds like a Jurassic Park movie &amp; I realize I've had about 800 calories today. Keep this up and I may actually lose weight!
6.3677E+17,positive,Still haven't seen it yet! I love Jurassic Park so much too man. https://t.co/S1nPYSco1i
6.37025E+17,positive,Thanks @VisitPasadenaCA! Jurassic Park is gonna roar this Saturday night with @jagsunmusic &amp; tasty food trucks! http://t.co/ldgXvcvTGK
6.37029E+17,positive,Happy 29th Birthday to our #Whistler Library! Free outdoor movie Jurassic Park tonight at 8pm http://t.co/lExsDxxtWw http://t.co/qNm0PRCfrw
6.37063E+17,positive,Not Available
6.37071E+17,positive,Host fam just agreed to watch Jurassic Park with me tomorrow night. They've never seen it.  And I'm definitely going to heaven for this.
6.37076E+17,positive,"Hey dad what should I wear for Jurassic Park day tomorrow? ""Just put your arms in your shirt and walk around like a t-Rex"""
6.37283E+17,positive,Catch a Jurassic double bill on Sun 30th @GlasgowIMAX with Jurassic Park and Jurassic World! http://t.co/C7KDAwGCBM
6.37324E+17,positive,I've listened to the KSU Clarinet Choir recording of the Jurassic Park theme 11 times today. Currently listening to it for a 12th time.
6.37411E+17,positive,This time I'm with my brother who may be even more obsessed with the Jurassic Park franchise than I am.
6.37439E+17,neutral,Someone see Jurassic park with me tomorrow
6.37465E+17,positive,Jurassic World: This 4th Jurassic Park film shows that a movie doesn't need great characters if the dinosaur scenes in it are super awesome
6.37591E+17,positive,"@gagravarr looks like we crossed paths, I saw Jurassic Park at Assembly Roxy on Thursday. Back home now, with sore laugh muscles."
6.37612E+17,positive,"Took son to see Jurassic Park when he was 5, we saw #JurassicWorld at same theater 20 years later. A special moment  https://t.co/MDaUdkiJUE"
6.37637E+17,positive,@jurassicp .... movies that I also love. But the 1st  JURASSIC PARK  is a true Masterpiece in my opion!!!!  Sincerely David H. Taylor
6.37644E+17,neutral,Now we finally get to correct the mistakes of jurassic Park  https://t.co/SWbfYbvKYJ
6.38032E+17,positive,I want a slow Sunday consisting of snuggles and cuddles and Jurassic Park.
6.38074E+17,positive,first day of senior year tomorrow...im gonna wear my jurassic park shirt
6.38194E+17,positive,@GailSimone I really love the 2nd Jurassic Park and Mummy movies!
6.38427E+17,positive,Lol my physics professor's 1st job out of college was working on the dinosaurs in Jurassic Park nbd
6.3849E+17,positive,I think tomorrow while the servers are down that I will have myself a Jurassic Park marathon. :D
6.38876E+17,neutral,but if I wear my Jurassic World shirt then I'll be wearing a Jurassic Park shirt on Friday (it's red for pep rally)
6.39207E+17,neutral,"They're making a 5th Jurassic Park. If this continues, eventually we'll all get what we really want. Dinosaurs in space."
6.39331E+17,positive,Throwback Thursday Shots. First trip to Jurassic Park as Brian Skoyles guest and he has one. Now I take my friends.. http://t.co/ptMR19ge24
6.3945E+17,negative,I'm all for exploring but this look like the island from Jurassic park lll I may have to skip  https://t.co/ZpQUAcvTKd
6.3964E+17,positive,"Between Jurassic Park, Toy Story 2 and Space Jam, Wayne Knight may be the greatest screen villain of all time"
6.39807E+17,positive,Jurassic Park is screening at the Actors Playhouse this weekend for free... http://t.co/GwlrFvYjQ4
6.39962E+17,positive,"Jurassic Park is BACK! New Trailer for the 4th Movie, Jurassic World - http://t.co/EgUbiuOx0T"
6.39983E+17,positive,Looks like I'm going back in time tomorrow.... Jurassic Park style....
6.40155E+17,positive,Jurassic park on tv Saturday morning... It's going to be a good day! @LauraDern @TwoPaddocks #favoritemovie #jurassicpark
6.40192E+17,negative,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park
6.40338E+17,positive,@AL_Orch had to tell you that I'm seeing the cleveland orchestra tomorrow and I'm so excited to hear music from jurassic park!
6.40345E+17,neutral,I'm freezing my butt off at the drive ins to watch Jurassic Park for the 3rd time
6.40361E+17,positive,I think I'm gonna wear leggings tomorrow with my Jurassic Park shirt pls send clothing advice
6.40365E+17,positive,I'm sitting at home on a Saturday night watching Jurassic Park and I'm totally content with it.
6.40366E+17,positive,Watching Jurassic Park for the first time!! Happy Saturday !
6.40376E+17,positive,Eating spaghetti and watching Jurassic park on my Saturday night. Not even mad about it. Great movie great food.
6.40379E+17,positive,I know this is a throw back but I loved you in Jurassic Park! @VanessaChester If they do a 5th one you should be in it!
6.40383E+17,neutral,"Gonna be honest about my Saturday night, but it's almost 1 AM and I'm watching Jurassic Park."
6.40389E+17,positive,"Just got home from watching Frozen at Movies in the Canyon! Great night, great movie! Next Friday it's Jurassic Park! http://t.co/yLBmkmqJma"
6.40409E+17,negative,fuck me I took so long to watch jurassic park and kept pausing it and then I sat on the remote and it changed channels and now its live tv
6.40429E+17,neutral,Not Available
6.41353E+17,positive,Guys video should be up at 20:00 PM its the 2nd part of Jurassic Park but its only a 7 min video its a Funny Momments Montage
6.41404E+17,positive,Not Available
6.41411E+17,neutral,"Finishing Jurassic park for like the 100th time tomorrow. Film class is gonna have a lot of reruns for me. All the batman films, Star Wars.."
6.41456E+17,positive,Not Available
6.41539E+17,positive,Check this out from the bro @NickJnRobinson actor from Jurassic Park  https://t.co/Mu3rUrtxkL
6.27631E+17,positive,Watching it the 2nd time i realized the tech communications guy in Jurassic World was Nick Miller from New Girl
6.2765E+17,neutral,I just want tomorrow to be here so I can see Jurassic World again
6.2767E+17,negative,Stayed up late to watch Jurassic World and I just remembered I have a football match tomorrow morning :/
6.27733E+17,negative,I have the worst urge to watch Jurassic World for the 4th time in theaters someone make it stop
6.27936E+17,negative,We tried to watch Jurassic World and watched like an 8th and the Internet died on us :(
6.27973E+17,positive,Jurassic World on Wednesday!  We finally get to see it here in Japan.
6.27995E+17,positive,"Good morning chaps.   If Claire can make it all the way through Jurassic World in heels, I can make it through Monday."
6.2807E+17,positive,Not Available
6.28089E+17,positive,"""I need to go to sleep now because I have to get up early tomorrow morning"" I say as I begin to watch Jurassic World for the hundreth time"
6.28749E+17,positive,Jurassic World now is the 3rd most grossed film! Nice!
6.28815E+17,positive,@gerardway You should see Jurassic World. It was really great in my opinion. I saw it twice and may see it a third time.
6.28955E+17,positive,Who all is coming to watch Jurassic World with us on August 28? It will bring on the NSUBA lawn. Bring all friends and family! #NSUBA...
6.28966E+17,positive,Not Available
6.29035E+17,positive,Last day to see Jurassic World tomorrow and I kinda wanna see it I mean it is Ty's birthday so it makes sense to go again
6.29051E+17,positive,Not Available
6.29056E+17,positive,Watched Jurassic World for the 4th and last time. Like the first time again. Thank you again for making another JP. http://t.co/fGtyfjNBrZ
6.29151E+17,negative,Sat through Jurassic World w/ a screaming baby in my ear + a 6 year old climbing up the back of my chair. Ruined my experience @AMCTheatres
6.29161E+17,positive,Did anybody notice Jurassic World is currently the 3rd highest grossing film in domestic box office history? Damn...
6.29361E+17,positive,"@Tesco Yes cheers Joel, thanks for your help. Tickets ordered, we will get to see Jurassic World before the kids return on Sunday!"
6.2967E+17,neutral,Science behind the movie: Dinosaur DNA extraction in Jurassic World may be more fiction than fact. http://t.co/JJSJqT5MEA #biomedicalodyssey
6.29855E+17,negative,@greggibson86 @landoncreynolds tru....I may still need to glance it...because Jurassic World straight sucked
6.29896E+17,positive,I finally get to go see Jurassic World tomorrow at 4:00 I'm so excited I'll tell you guys how it went I'm so excited yaay
6.29908E+17,positive,So I need someone to see Jurassic World with tomorrow.. Any takers?
6.29912E+17,positive,Not Available
6.30016E+17,positive,@jzegss I almost got to see it Thursday but we decided on Jurassic World. Next time.
6.30197E+17,positive,Not Available
6.30235E+17,positive,"I just watched Jurassic World for the 3rd time, it was so good!!"
6.30769E+17,positive,I want to play Rock Band 4 in anticipation of Jurassic World on Friday.
6.30776E+17,neutral,"At No.8 is ""Jurassic World"" 4th installment of the Jurassic Park series, directed by Colin Trevorrow #R2TVTop10Movies http://t.co/qUXDOLIsCG"
6.31141E+17,positive,We are endorsing the film Jurassic World. See you on the lawn at the Lumina theater this Friday and Saturday! http://t.co/jVsEYI1kO2
6.31412E+17,neutral,@Wheeler but on the plus side...this: Jurassic World's Chris Pratt: equality means objectifying men too http://t.co/hLwKoNMrJ2
6.31573E+17,neutral,Watch Jurassic World on August 27 right here at the park with @PayPalCA! http://t.co/ZoB4kdeMzK #WonderfulCanHappen http://t.co/q4AGIUTHTY
6.31828E+17,neutral,"Our Holiday Matinee continues tomorrow with Jurassic World at 3pm, through the week. https://t.co/NjfGeVKjpV http://t.co/xdxgHJn7Jz"
6.32022E+17,positive,Watching Jurassic World for literally the 10th time. Because Chris Pratt.
6.32068E+17,positive,"For those who didn't see Jurassic World in the big screen yet, it's coming out in IMAX 3-D on August 28th for a week."
6.32091E+17,positive,"""Jurassic World will be rerelease to theaters in IMAX on August 18th"" oh. can you withdraw the money automatically or???"
6.32566E+17,positive,Don't waste $$$ on an unnecessary textbook when you could spend that money to see Jurassic World for an 8th time
6.32863E+17,neutral,"#parttimeproblems Call in tomorrow. Call in- No, goddammit I don't want to know who wrote Jurassic World, CALL IN TOMORROW. TOMO-"
6.32915E+17,neutral,"""The only way to make Jurassic World safe is to stop genetically modifying dino DNA."" - I may have drifted off. #BrownSpeech"
6.33296E+17,positive,"Off to see Jurassic World tomorrow at the cinema, any good?? @RoseEllenDix @RoxeteraRibbons"
6.33328E+17,positive,Might have something to do with Jurassic World having the 3rd biggest box office takings of all time.
6.33353E+17,positive,Next Friday is our #MovieOnTheLawn with Jurassic World! Bring the fam! We have fun games to play and popcorn! http://t.co/MHRIFfvwk8
6.33653E+17,positive,"Gonna watch Jurassic World again in Friday because, as much as it's a turn your brain off kinda flick, it is quite fun! #TeamVelociraptor"
6.33719E+17,positive,"@RiotJonStein Wow, I thought Jurassic World was just the 4th movie, and it just came out"
6.33786E+17,positive,Going to see Jurassic World late tomorrow night! It will be worth it!!
6.33818E+17,positive,Best movie of the year next to Jurassic World https://t.co/93ZqUj93M2
6.34251E+17,negative,@AmeliaMangan Plus I may have hurt the feelings of Jurassic World's director! https://t.co/q8r70uUk8n
6.34253E+17,positive,"Harry Potter marathon w/ @JohnAvocado &amp; @ZJDArevalo = watching the 1st one, then straight to the 5th one, then Jurassic World HAHAHA"
6.34359E+17,neutral,"@josh_wick you may have seen them: Mad Max, Jurassic World, Predestination, Area 51, Ex Machina, Kingsmen, What we do in the Shadows, ..."
6.34527E+17,positive,I'm gonna watch Jurassic World again for the 10th time
6.35148E+17,neutral,Not Available
6.35308E+17,positive,"@shawsg hi, when will you have show times for Jurassic World (3d)? Excited about Aug 27th!"
6.35411E+17,neutral,"Depending on what you thought of Jurassic World, you may or may not like this Kong: Skull Island news http://t.co/O6fKGCjAcO"
6.356E+17,positive,Jurassic World was excellent the only way it could have been better is if @nlyonne was Karen &amp; Claire's 3rd sister http://t.co/TmmcliThHY
6.35616E+17,positive,The last scene of Jurassic World may be one of the best scenes ever
6.35644E+17,positive,Not Available
6.3571E+17,neutral,Still unbelievable that Jurassic World is the 3rd highest grossing movie ever
6.35722E+17,positive,"The vine of Chris Pratt on the set of Jurassic World makes me happy, even if I saw it way back in May...."
6.35989E+17,neutral,"I just saw a commercial that said Jurassic World opens Friday, am I missing something here?"
6.36167E+17,positive,"Don't miss out on the free showing of the summer hit, Jurassic World, tomorrow, Wednesday in CC 121 at 4:00p.m. #NOVA http://t.co/tdZbgohJFy"
6.36235E+17,neutral,Still can't get over the fact Gordon and I went to see Jurassic World for the 2nd time after he forgot he saw it and I forgot I went w him
6.36243E+17,positive,Jurassic World is back in @IMAX theaters for one week starting Friday! Who's going?!
6.36288E+17,positive,@JoAnnRoss I kinda liked the 3rd one...my grandson loves them all. We've been to Jurassic World movie 3 times.
6.36347E+17,positive,Jurassic World is coming back to theaters this Friday.   I might need to see it again
6.36397E+17,positive,Someone go see Jurassic World with me tomorrow. You pick the time. Going to Colonnade. http://t.co/52uimAaH2m
6.36644E+17,positive,Chris Pratt would go to #TrueWolverine tonight and watch Jurassic World tomorrow night! WWCPD? http://t.co/3Lpe0C8Q9Y
6.36671E+17,positive,"Orientation may be coming to an end, but the semester is only beginning! Start it off with Jurassic World at 9pm! http://t.co/gqA9EjIEIP"
6.36753E+17,positive,"Okay, so anyone going to come see Jurassic World with me in IMAX? https://t.co/M6EcCa5pIm"
6.36886E+17,positive,Tomorrow at 7:30pm is the Bulldog Welcome at Top Taggart! Afterwards relax and watch the free screening of Jurassic World #BulldogBeginnings
6.37072E+17,positive,Not Available
6.37112E+17,positive,"I just got paid this week. Tomorrow, Jurassic World is back in theaters in IMAX for one week. Coincidence? I think not."
6.3719E+17,positive,Not Available
6.37302E+17,positive,Friday in #SylvanLake! Midway rides then Jurassic World outside on the big screen! http://t.co/VAtMaLdVjg http://t.co/wpaA3XrAgQ
6.37386E+17,positive,"Jurassic World is back in IMAX... Hmmm, see it tonight or tomorrow?... or both?"
6.37488E+17,positive,I just saw Jurassic World for the 7th time in theaters and yes it was worth every penny
6.37541E+17,positive,I wanna go see Jurassic World for the 3rd time in IMAX...
6.37775E+17,positive,Not Available
6.37821E+17,neutral,@ChaseEmory I may have mentioned that I had just came back from Jurassic World and was sleepy when TLing. I can't recall my thoughts.
6.38042E+17,positive,"@j_christley I was going to rib you for this, then I remembered my top ten still has ""Jurassic World"" and I sat down."
6.38094E+17,positive,Playing Jurassic World while waiting to watch Jurassic World for the 3rd time #Winning
6.38138E+17,negative,@Der_Lemke yeah I loved the 1st film and book. Was disappointed with Jurassic World (but I seem to be in a minority)
6.38352E+17,positive,Thank you all that came out and enjoyed Jurassic World on Friday! We would love to see YOUR pics from Friday! #NSUBA #StudentAffairs
6.38366E+17,positive,"Going to see Jurassic World for the 8th time, but this time with my Dad"
6.38564E+17,positive,@prattprattpratt I just saw Jurassic World for the 3rd time I hope you honor my commitment
6.38865E+17,positive,"Just saw Jurassic World again for the 5th time, I LOVE this movie and I can't wait to buy it"
6.38939E+17,positive,Omg Thursday is the last day to see Jurassic World in IMAX 3D and I don't know what I'm gonna do but I'm gonna carve out some time to go
6.39515E+17,positive,Jurassic World will be shown in the CAC Theater tomorrow at 7pm! Students get in free - only $5 for anyone else! http://t.co/MXpoz5NqYn
6.39587E+17,positive,TOMORROW: Jurassic World 8pm on the Green with popcorn and ice cream sundaes! #FreeFlickFriday http://t.co/MOxzwqSTID
6.39707E+17,positive,@tpmonsters tomorrow I'm going to watch it for the 12th time! Guess there is very much love for Jurassic World!
6.39733E+17,positive,Pizza for dinner and watching Jurassic World. Pretty good way to spend a Friday night if you ask me
6.39955E+17,positive,Props to @BrandeisSE for an awesome Screen on the Green event with Jurassic World! Great turnout on a Friday!!
6.40257E+17,positive,All I want for my birthday tomorrow is to go see Jurassic World again. That's literally the only thing I want.
6.40284E+17,positive,"PSA: I'm dressing up as Lowery from Jurassic World on Movie Monday for Spirit Week, so nobody steal my idea please and thank you"
6.40304E+17,positive,I'm taking my grandma to see Jurassic World on Monday since she pussed out on seeing it any time before
6.40417E+17,positive,Just saw Jurassic World for the 3rd time in theaters lol no regrets
6.40583E+17,positive,Be sure to come out to The Joe tomorrow night @8:30 to watch Jurassic World on the jumbotron! @LaTechUB
6.40643E+17,positive,Don't miss seeing Jurassic World on the jumbotron (@ the Joe) tomorrow at 8pm. Free food will be provided!
6.40709E+17,positive,watching Jurassic World for like the 7th time &amp; I still regret nothing
6.40885E+17,positive,Check out Jurassic World at 9PM Wednesday in the Auditorium! Come show the raptors who's the Alpha! #UNT http://t.co/Wz3fGWgJzP
6.41397E+17,positive,Not Available
6.41277E+17,positive,Not Available
6.41277E+17,positive,Not Available
6.41279E+17,positive,Not Available
6.41281E+17,neutral,#days #dool Tuesday Rafe with Roman thinks too easy. Justin says to arrest CHad what the hold up and shouts at rafe
6.41282E+17,positive,Not Available
6.41283E+17,neutral,We Are Your Friends had the 4th worst opening in history. From Justin to Kelly had the 21st #perspective
6.41285E+17,positive,"Did Justin ever just sat there and thought: ""oh...I'm really talented"""
6.41285E+17,neutral,#days #dool Tuesday Hope has to pick up Ciara. Rafe wants a real case not just publicity like Justin
6.41296E+17,neutral,That moment when you live in NYC but you're at college in PA when Justin's performing there on Thursday fuck me man https://t.co/XM2qUOLi6p
6.41297E+17,positive,Justin's album comin out november 13th retweet if you can't wait #EMABiggestFansJustinBieber
6.41298E+17,neutral,Not Available
6.413E+17,positive,"@granmastaj85 Hey there Justin, may I know which console you're trying to play on? ^EY"
6.41305E+17,neutral,PLEASE make sure safety is 1st that day. Justin WILL have a huge turn out so please dont let him get mobbed/injured. https://t.co/BF3ZZ4IBAz
6.41312E+17,positive,Just realized Saturday made 5 years since the first time I ever saw Justin http://t.co/4UKip0guQK
6.41312E+17,neutral,"Justin at the D&amp;G fashion party in New York, september 8th 2011 (1) http://t.co/EAVBUSMtpX"
6.41313E+17,positive,Not Available
6.41321E+17,positive,I really hope my mom takes me Thursday I could maybe reunite with Justin ahhhh
6.41321E+17,neutral,Not Available
6.41323E+17,positive,Not Available
6.41325E+17,neutral,@_jordanah  u flaze now I'll just go Friday with justin
6.41328E+17,positive,@923amp are you still giving away tickets to see Justin on Thursday ?
6.41329E+17,neutral,"Wiz is the only thing playing today. Sorry Justin, you are going to have to wait until tomorrow."
6.41345E+17,negative,Justin has been my bitch since the 6th grade
6.41347E+17,positive,Not Available
6.41349E+17,negative,i hope justin's concert thursday gets cancelled bc of the thunder storm thats supposed to happen
6.41349E+17,positive,I just wanna say I'm so happy &amp; proud that Justin got his 1st #1 debut
6.41352E+17,positive,Everyone give my good friend @SykeOnAir a follow - he's interviewing Justin tomorrow!
6.41353E+17,positive,november 13th is gonna be a great day bc we're finally gonna hear the masterpiece that justin created
6.41354E+17,positive,now I'm going to sleep in Italy and already night so I go to bed and tomorrow morning I want to see Justin is following you @justinbieber
6.41358E+17,neutral,Who wants to go see Justin with me on Friday ?
6.41364E+17,negative,"@_datttass Justin's girl, lost the baby!She was due the 20th... And then placenta had burst inside of her, and the baby wasn't receiving air"
6.41366E+17,positive,Go follow this guys @SykeOnAir he's going to interview Justin tomorrow !
6.41372E+17,positive,"When Justin tweeted ""studio work"" everyone was just slowly dying waiting for November 13"
6.41378E+17,positive,Well done @mrdrk99. And great job with Justin winning the 18s doubles. https://t.co/nK9nkfH03u
6.4138E+17,positive,Justin just made his comeback &amp; released his 1st single and he's already snatching everyone's weaves:') he's the king of the music industry.
6.4138E+17,negative,I don't see why justin thinks it's okay to work Tuesday's.. It's fall were supposed to get $1 burgers at bar Louie and blackout
6.41381E+17,positive,justin is the first Canadian &amp; youngest artist &amp; also 4th male artist to debut at #1 on billboard hot 100 HE'S 21 &amp; ALREADY A LIVING LEGEND
6.41384E+17,positive,Good luck to @SykeOnAir for his interview with Justin tomorrow! You will nail it! I'll be watching out from India x :)
6.41392E+17,neutral,@kady @CBCNews @liberal_party  Right then....you here Thursday with Justin?
6.41392E+17,positive,I have the most amazing dreams... I was at the gym doing lungNsquats!  Justin woke me up on my 3rd set-.- lmao
6.41395E+17,positive,Friends! Come out this Friday 9/11 as Justin takes the stage for a super fun and charitable event... click below!  https://t.co/bIlczQq90T
6.414E+17,neutral,Not Available
6.41403E+17,positive,Finished my drawing of Justin. Can't wait to head to the today show tomorrow! #WhatDoYouMeanAcoustic http://t.co/XHzGecoZuV
6.41407E+17,positive,"justin will be on ellen on the 15th of sept. he's not going to be on the premiere week, (according to ellens site) http://t.co/upD1e4lJsn"
6.41412E+17,neutral,Lake James was dope on Sunday even with Justin
6.41412E+17,positive,Im hyperventilating about tomorrow with Justin and ellen i dont think Im gonna be able to sleep tomorrow i think it gonna be the best bday
6.41417E+17,neutral,"I still cry over that ""follows you"" on Justin's profile. 8/4/15 my babe followed. &amp; tomorrow will be two years since Ari followed me"
6.41417E+17,positive,Wow I guessed it right that Justin was gonna be on Ellen on the 8th. I was gonna get tickets but I didn't know it was gonna be in NY
6.41421E+17,neutral,September 8: [More] Justin spotted out and about in New York... http://t.co/oZsoZVpoNv
6.41425E+17,neutral,Mansbridge destroyed Justin tonite the polls for the lib's should tank tomorrow! Wake up people he is NOT ready!!
6.41427E+17,positive,OMG can next Tuesday come already I want to see Justin
6.41432E+17,neutral,Mansbridge interview with Trudeau may not have been a classic but I did find Justin believable. And I dont feel like I need a shower #elxn42
6.41434E+17,negative,Not Available
6.41435E+17,negative,"@justinlarson34 Justin, I think you got that backwards. See my Sep 3 post on Obamanomics outpacing Daugaardonomics: http://t.co/hYwRzTs4B0"
6.41437E+17,negative,Justin Is lost in the 1st minute. No experience #elxn42
6.41438E+17,neutral,So I'm mostly likely going to see Justin on Thursday and I feel like I'm gonna throw up cause I'm so nervous. I'm not meeting him tho :(
6.41438E+17,neutral,"@petermansbridge ""What's 1st thing you're going to do for economy"" Justin ""Call Premiers meeting to go to Paris to fight Global Warming"" OMG"
6.4144E+17,neutral,"Justin 1st leader signed commitment from all MPs on denying right to life (50% Canadians) How's it ""giving MPs more say""? @petermansbridge"
6.41444E+17,neutral,get out my mentions. you not gonna have Justin beating my ass like I'm Darius foh https://t.co/qn6gsXYCsq
